"COLOR","SIZE","GENDER","AGE_GROUP","PRODUCT_NAME","CATEGORY","PRODUCT_ID","PRODUCT_PURCHASING_PRICE","PRODUCT_SELLING_PRICE","SUPPLIER_ID"
"brown","M","Female","Pre-Teens","Boots","Shoes","SKU17163",69.59,83.17,"SP10005"
"beige","M","Female","Pre-Teens","Boots","Shoes","SKU17164",88.42,112.4,"SP10009"
"pink","M","Female","Pre-Teens","Boots","Shoes","SKU17165",64.61,79.24,"SP10007"
"purple","M","Female","Pre-Teens","Boots","Shoes","SKU17166",33.94,42.45,"SP10015"
"yellow","M","Female","Pre-Teens","Boots","Shoes","SKU17167",34.53,41.04,"SP10009"
"orange","M","Female","Pre-Teens","Boots","Shoes","SKU17168",33.09,41.63,"SP10010"
"burgundy","M","Female","Pre-Teens","Boots","Shoes","SKU17169",77.84,101.02,"SP10010"
"teal","M","Female","Pre-Teens","Boots","Shoes","SKU17170",96.83,119.28,"SP10004"
"black","L","Female","Pre-Teens","Boots","Shoes","SKU17171",93.42,116.93,"SP10009"
"white","L","Female","Pre-Teens","Boots","Shoes","SKU17172",54.01,65.13,"SP10005"
"blue","L","Female","Pre-Teens","Boots","Shoes","SKU17173",60.42,73.94,"SP10008"
"gray","L","Female","Pre-Teens","Boots","Shoes","SKU17174",82.61,99.57,"SP10001"
"navy","L","Female","Pre-Teens","Boots","Shoes","SKU17175",78.74,88.78,"SP10013"
"red","L","Female","Pre-Teens","Boots","Shoes","SKU17176",56.82,68.96,"SP10017"
"green","L","Female","Pre-Teens","Boots","Shoes","SKU17177",67.96,79.62,"SP10015"
"brown","L","Female","Pre-Teens","Boots","Shoes","SKU17178",96.61,110.48,"SP10009"
"beige","L","Female","Pre-Teens","Boots","Shoes","SKU17179",74.22,82.99,"SP10015"
"pink","L","Female","Pre-Teens","Boots","Shoes","SKU17180",53,63.77,"SP10006"
"purple","L","Female","Pre-Teens","Boots","Shoes","SKU17181",53.23,60.9,"SP10008"
"yellow","L","Female","Pre-Teens","Boots","Shoes","SKU17182",28.27,34.21,"SP10018"
"orange","L","Female","Pre-Teens","Boots","Shoes","SKU17183",90.76,104.06,"SP10019"
"burgundy","L","Female","Pre-Teens","Boots","Shoes","SKU17184",98.97,110.65,"SP10016"
"teal","L","Female","Pre-Teens","Boots","Shoes","SKU17185",67.33,76.37,"SP10018"
"black","XL","Female","Pre-Teens","Boots","Shoes","SKU17186",92.37,116.07,"SP10009"
"white","XL","Female","Pre-Teens","Boots","Shoes","SKU17187",44.6,51,"SP10013"
"blue","XL","Female","Pre-Teens","Boots","Shoes","SKU17188",74.08,85.21,"SP10018"
"gray","XL","Female","Pre-Teens","Boots","Shoes","SKU17189",78.86,93.62,"SP10019"
"navy","XL","Female","Pre-Teens","Boots","Shoes","SKU17190",52.6,67.36,"SP10013"
"red","XL","Female","Pre-Teens","Boots","Shoes","SKU17191",86.46,109.76,"SP10017"
"green","XL","Female","Pre-Teens","Boots","Shoes","SKU17192",68.32,81.03,"SP10006"
"brown","XL","Female","Pre-Teens","Boots","Shoes","SKU17193",57.63,74.07,"SP10014"
"beige","XL","Female","Pre-Teens","Boots","Shoes","SKU17194",32.39,41.54,"SP10018"
"pink","XL","Female","Pre-Teens","Boots","Shoes","SKU17195",20.3,23.84,"SP10010"
"purple","XL","Female","Pre-Teens","Boots","Shoes","SKU17196",94.16,120.24,"SP10019"
"yellow","XL","Female","Pre-Teens","Boots","Shoes","SKU17197",95.93,123.5,"SP10011"
"orange","XL","Female","Pre-Teens","Boots","Shoes","SKU17198",60.21,77.48,"SP10017"
"burgundy","XL","Female","Pre-Teens","Boots","Shoes","SKU17199",38.12,48.61,"SP10014"
"teal","XL","Female","Pre-Teens","Boots","Shoes","SKU17200",88.98,98.54,"SP10019"
"black","XS","Male","Young Adults","Boots","Shoes","SKU17201",49.08,63.1,"SP10002"
"white","XS","Male","Young Adults","Boots","Shoes","SKU17202",59.2,72.04,"SP10009"
"blue","XS","Male","Young Adults","Boots","Shoes","SKU17203",95.78,122.46,"SP10016"
"gray","XS","Male","Young Adults","Boots","Shoes","SKU17204",64.61,79.43,"SP10020"
"navy","XS","Male","Young Adults","Boots","Shoes","SKU17205",22.31,27.1,"SP10009"
"red","XS","Male","Young Adults","Boots","Shoes","SKU17206",92.68,106.32,"SP10005"
"green","XS","Male","Young Adults","Boots","Shoes","SKU17207",30.74,33.86,"SP10019"
"brown","XS","Male","Young Adults","Boots","Shoes","SKU17208",43.79,51.38,"SP10006"
"beige","XS","Male","Young Adults","Boots","Shoes","SKU17209",38.14,46.77,"SP10017"
"pink","XS","Male","Young Adults","Boots","Shoes","SKU17210",32.41,37.14,"SP10012"
"purple","XS","Male","Young Adults","Boots","Shoes","SKU17211",27.57,31.1,"SP10009"
"yellow","XS","Male","Young Adults","Boots","Shoes","SKU17212",65.39,79.21,"SP10012"
"orange","XS","Male","Young Adults","Boots","Shoes","SKU17213",89.2,106.73,"SP10002"
"burgundy","XS","Male","Young Adults","Boots","Shoes","SKU17214",22.66,26.59,"SP10001"
"teal","XS","Male","Young Adults","Boots","Shoes","SKU17215",91.76,116.6,"SP10002"
"black","S","Male","Young Adults","Boots","Shoes","SKU17216",87.74,99.17,"SP10019"
"white","S","Male","Young Adults","Boots","Shoes","SKU17217",75.34,91.42,"SP10017"
"blue","S","Male","Young Adults","Boots","Shoes","SKU17218",72.65,81.47,"SP10011"
"gray","S","Male","Young Adults","Boots","Shoes","SKU17219",46.41,56.79,"SP10011"
"navy","S","Male","Young Adults","Boots","Shoes","SKU17220",32.1,41.7,"SP10012"
"red","S","Male","Young Adults","Boots","Shoes","SKU17221",46.87,59.68,"SP10018"
"green","S","Male","Young Adults","Boots","Shoes","SKU17222",63.24,79.35,"SP10003"
"brown","S","Male","Young Adults","Boots","Shoes","SKU17223",42.8,49.1,"SP10016"
"beige","S","Male","Young Adults","Boots","Shoes","SKU17224",54.38,62.29,"SP10019"
"pink","S","Male","Young Adults","Boots","Shoes","SKU17225",43.99,56.92,"SP10018"
"purple","S","Male","Young Adults","Boots","Shoes","SKU17226",54.01,62.38,"SP10016"
"yellow","S","Male","Young Adults","Boots","Shoes","SKU17227",74.83,87.37,"SP10019"
"orange","S","Male","Young Adults","Boots","Shoes","SKU17228",20.99,25.55,"SP10002"
"burgundy","S","Male","Young Adults","Boots","Shoes","SKU17229",85.47,100.18,"SP10008"
"teal","S","Male","Young Adults","Boots","Shoes","SKU17230",29,36.12,"SP10012"
"black","M","Male","Young Adults","Boots","Shoes","SKU17231",45.92,54.43,"SP10012"
"white","M","Male","Young Adults","Boots","Shoes","SKU17232",72.38,91.82,"SP10019"
"blue","M","Male","Young Adults","Boots","Shoes","SKU17233",70.01,88.45,"SP10002"
"gray","M","Male","Young Adults","Boots","Shoes","SKU17234",86.4,104.61,"SP10019"
"navy","M","Male","Young Adults","Boots","Shoes","SKU17235",20.68,26.24,"SP10003"
"red","M","Male","Young Adults","Boots","Shoes","SKU17236",91.56,113.28,"SP10016"
"green","M","Male","Young Adults","Boots","Shoes","SKU17237",62.42,73.52,"SP10003"
"brown","M","Male","Young Adults","Boots","Shoes","SKU17238",46.16,58.2,"SP10013"
"beige","M","Male","Young Adults","Boots","Shoes","SKU17239",35.19,43.41,"SP10010"
"pink","M","Male","Young Adults","Boots","Shoes","SKU17240",70.19,80.37,"SP10018"
"purple","M","Male","Young Adults","Boots","Shoes","SKU17241",89.12,112.94,"SP10019"
"yellow","M","Male","Young Adults","Boots","Shoes","SKU17242",72.6,86.35,"SP10004"
"orange","M","Male","Young Adults","Boots","Shoes","SKU17243",90.57,107.09,"SP10017"
"burgundy","M","Male","Young Adults","Boots","Shoes","SKU17244",26.54,30.79,"SP10016"
"teal","M","Male","Young Adults","Boots","Shoes","SKU17245",21.12,25.37,"SP10007"
"black","L","Male","Young Adults","Boots","Shoes","SKU17246",36.45,46.13,"SP10007"
"white","L","Male","Young Adults","Boots","Shoes","SKU17247",85.75,100.11,"SP10011"
"blue","L","Male","Young Adults","Boots","Shoes","SKU17248",45.64,55.86,"SP10002"
"gray","L","Male","Young Adults","Boots","Shoes","SKU17249",42.86,53,"SP10002"
"navy","L","Male","Young Adults","Boots","Shoes","SKU17250",31.61,35.73,"SP10001"
"red","L","Male","Young Adults","Boots","Shoes","SKU17251",54.79,63.52,"SP10013"
"green","L","Male","Young Adults","Boots","Shoes","SKU17252",90.31,113.05,"SP10014"
"brown","L","Male","Young Adults","Boots","Shoes","SKU17253",85.24,109.66,"SP10008"
"beige","L","Male","Young Adults","Boots","Shoes","SKU17254",63.47,71.96,"SP10003"
"pink","L","Male","Young Adults","Boots","Shoes","SKU17255",80.37,95.11,"SP10011"
"purple","L","Male","Young Adults","Boots","Shoes","SKU17256",84,100.27,"SP10013"
"yellow","L","Male","Young Adults","Boots","Shoes","SKU17257",36.51,43.37,"SP10014"
"orange","L","Male","Young Adults","Boots","Shoes","SKU17258",41.95,49.1,"SP10020"
"burgundy","L","Male","Young Adults","Boots","Shoes","SKU17259",70.04,88.56,"SP10004"
"teal","L","Male","Young Adults","Boots","Shoes","SKU17260",38.43,44.28,"SP10010"
"black","XL","Male","Young Adults","Boots","Shoes","SKU17261",45.62,59.12,"SP10003"
"white","XL","Male","Young Adults","Boots","Shoes","SKU17262",33.28,41.13,"SP10008"
"blue","XL","Male","Young Adults","Boots","Shoes","SKU17263",91.58,112.78,"SP10008"
"gray","XL","Male","Young Adults","Boots","Shoes","SKU17264",82.28,99.81,"SP10013"
"navy","XL","Male","Young Adults","Boots","Shoes","SKU17265",24.64,31.94,"SP10011"
"red","XL","Male","Young Adults","Boots","Shoes","SKU17266",70.12,84.48,"SP10019"
"green","XL","Male","Young Adults","Boots","Shoes","SKU17267",83.51,97.57,"SP10012"
"brown","XL","Male","Young Adults","Boots","Shoes","SKU17268",57.55,66.12,"SP10002"
"beige","XL","Male","Young Adults","Boots","Shoes","SKU17269",93.43,115.64,"SP10014"
"pink","XL","Male","Young Adults","Boots","Shoes","SKU17270",55.32,62.61,"SP10009"
"purple","XL","Male","Young Adults","Boots","Shoes","SKU17271",20.36,24.39,"SP10005"
"yellow","XL","Male","Young Adults","Boots","Shoes","SKU17272",81.7,100.9,"SP10016"
"orange","XL","Male","Young Adults","Boots","Shoes","SKU17273",79.31,102.89,"SP10011"
"burgundy","XL","Male","Young Adults","Boots","Shoes","SKU17274",55.21,68.84,"SP10020"
"teal","XL","Male","Young Adults","Boots","Shoes","SKU17275",48.66,57.32,"SP10017"
"black","XS","Female","Young Adults","Boots","Shoes","SKU17276",43.99,54.86,"SP10019"
"white","XS","Female","Young Adults","Boots","Shoes","SKU17277",63.51,82.52,"SP10016"
"blue","XS","Female","Young Adults","Boots","Shoes","SKU17278",41.59,51.86,"SP10017"
"gray","XS","Female","Young Adults","Boots","Shoes","SKU17279",51.48,63.54,"SP10012"
"navy","XS","Female","Young Adults","Boots","Shoes","SKU17280",45.02,53.42,"SP10008"
"red","XS","Female","Young Adults","Boots","Shoes","SKU17281",80.44,96.83,"SP10006"
"green","XS","Female","Young Adults","Boots","Shoes","SKU17282",24.12,26.85,"SP10008"
"brown","XS","Female","Young Adults","Boots","Shoes","SKU17283",85.87,99.99,"SP10020"
"beige","XS","Female","Young Adults","Boots","Shoes","SKU17284",92.98,102.67,"SP10005"
"pink","XS","Female","Young Adults","Boots","Shoes","SKU17285",77.88,89.39,"SP10016"
"purple","XS","Female","Young Adults","Boots","Shoes","SKU17286",31.54,36.67,"SP10018"
"yellow","XS","Female","Young Adults","Boots","Shoes","SKU17287",56.61,67.83,"SP10011"
"orange","XS","Female","Young Adults","Boots","Shoes","SKU17288",42,50.8,"SP10004"
"burgundy","XS","Female","Young Adults","Boots","Shoes","SKU17289",46.86,54.34,"SP10009"
"teal","XS","Female","Young Adults","Boots","Shoes","SKU17290",33.88,41.85,"SP10011"
"black","S","Female","Young Adults","Boots","Shoes","SKU17291",55.54,68.96,"SP10004"
"white","S","Female","Young Adults","Boots","Shoes","SKU17292",79.69,89.41,"SP10005"
"blue","S","Female","Young Adults","Boots","Shoes","SKU17293",52.81,67.16,"SP10001"
"gray","S","Female","Young Adults","Boots","Shoes","SKU17294",70.84,79.47,"SP10004"
"navy","S","Female","Young Adults","Boots","Shoes","SKU17295",66.5,79.8,"SP10015"
"red","S","Female","Young Adults","Boots","Shoes","SKU17296",74.46,83.96,"SP10003"
"green","S","Female","Young Adults","Boots","Shoes","SKU17297",36.38,44.24,"SP10010"
"brown","S","Female","Young Adults","Boots","Shoes","SKU17298",86.61,108.08,"SP10017"
"beige","S","Female","Young Adults","Boots","Shoes","SKU17299",77.65,95.81,"SP10005"
"pink","S","Female","Young Adults","Boots","Shoes","SKU17300",36.96,41.56,"SP10017"
"purple","S","Female","Young Adults","Boots","Shoes","SKU17301",32.73,36.63,"SP10007"
"yellow","S","Female","Young Adults","Boots","Shoes","SKU17302",63.38,80.14,"SP10013"
"orange","S","Female","Young Adults","Boots","Shoes","SKU17303",25.51,31.23,"SP10006"
"burgundy","S","Female","Young Adults","Boots","Shoes","SKU17304",48.3,55.48,"SP10004"
"teal","S","Female","Young Adults","Boots","Shoes","SKU17305",68.14,82.86,"SP10016"
"black","M","Female","Young Adults","Boots","Shoes","SKU17306",33.29,39.51,"SP10003"
"white","M","Female","Young Adults","Boots","Shoes","SKU17307",72.88,92.26,"SP10007"
"blue","M","Female","Young Adults","Boots","Shoes","SKU17308",57.79,67.92,"SP10002"
"gray","M","Female","Young Adults","Boots","Shoes","SKU17309",87.79,108.91,"SP10018"
"navy","M","Female","Young Adults","Boots","Shoes","SKU17310",43.35,49.36,"SP10020"
"red","M","Female","Young Adults","Boots","Shoes","SKU17311",81.29,94.1,"SP10014"
"green","M","Female","Young Adults","Boots","Shoes","SKU17312",95.15,117.05,"SP10011"
"brown","M","Female","Young Adults","Boots","Shoes","SKU17313",66.96,84.94,"SP10020"
"beige","M","Female","Young Adults","Boots","Shoes","SKU17314",98.06,125.93,"SP10010"
"pink","M","Female","Young Adults","Boots","Shoes","SKU17315",80.43,94.31,"SP10002"
"purple","M","Female","Young Adults","Boots","Shoes","SKU17316",98.29,119.46,"SP10005"
"yellow","M","Female","Young Adults","Boots","Shoes","SKU17317",33.07,38.58,"SP10015"
"orange","M","Female","Young Adults","Boots","Shoes","SKU17318",83.08,106.96,"SP10003"
"burgundy","M","Female","Young Adults","Boots","Shoes","SKU17319",30.16,33.86,"SP10018"
"teal","M","Female","Young Adults","Boots","Shoes","SKU17320",40.63,52.27,"SP10011"
"black","L","Female","Young Adults","Boots","Shoes","SKU17321",28.97,37.19,"SP10004"
"white","L","Female","Young Adults","Boots","Shoes","SKU17322",79.74,88.73,"SP10002"
"blue","L","Female","Young Adults","Boots","Shoes","SKU17323",61.43,76.53,"SP10013"
"gray","L","Female","Young Adults","Boots","Shoes","SKU17324",82.9,99.23,"SP10005"
"navy","L","Female","Young Adults","Boots","Shoes","SKU17325",79.67,100.98,"SP10004"
"red","L","Female","Young Adults","Boots","Shoes","SKU17326",89.63,114.69,"SP10017"
"green","L","Female","Young Adults","Boots","Shoes","SKU17327",85.41,103.07,"SP10004"
"brown","L","Female","Young Adults","Boots","Shoes","SKU17328",84.32,94.81,"SP10010"
"beige","L","Female","Young Adults","Boots","Shoes","SKU17329",94.48,109.56,"SP10013"
"pink","L","Female","Young Adults","Boots","Shoes","SKU17330",61.82,68.79,"SP10018"
"purple","L","Female","Young Adults","Boots","Shoes","SKU17331",70.32,91.41,"SP10018"
"yellow","L","Female","Young Adults","Boots","Shoes","SKU17332",34.82,41.43,"SP10010"
"orange","L","Female","Young Adults","Boots","Shoes","SKU17333",55.92,63.24,"SP10009"
"burgundy","L","Female","Young Adults","Boots","Shoes","SKU17334",89.08,104.67,"SP10017"
"teal","L","Female","Young Adults","Boots","Shoes","SKU17335",40.34,45.3,"SP10012"
"black","XL","Female","Young Adults","Boots","Shoes","SKU17336",86.15,95.12,"SP10010"
"white","XL","Female","Young Adults","Boots","Shoes","SKU17337",68.02,87.06,"SP10003"
"blue","XL","Female","Young Adults","Boots","Shoes","SKU17338",33.53,40.63,"SP10006"
"gray","XL","Female","Young Adults","Boots","Shoes","SKU17339",57.95,68.45,"SP10012"
"navy","XL","Female","Young Adults","Boots","Shoes","SKU17340",83.41,101.22,"SP10009"
"red","XL","Female","Young Adults","Boots","Shoes","SKU17341",49.8,62.7,"SP10009"
"green","XL","Female","Young Adults","Boots","Shoes","SKU17342",40.51,46.82,"SP10002"
"brown","XL","Female","Young Adults","Boots","Shoes","SKU17343",39.94,44.54,"SP10017"
"beige","XL","Female","Young Adults","Boots","Shoes","SKU17344",45.62,57.54,"SP10002"
"pink","XL","Female","Young Adults","Boots","Shoes","SKU17345",32.58,40.08,"SP10008"
"purple","XL","Female","Young Adults","Boots","Shoes","SKU17346",50.07,60.95,"SP10002"
"yellow","XL","Female","Young Adults","Boots","Shoes","SKU17347",33.03,36.62,"SP10012"
"orange","XL","Female","Young Adults","Boots","Shoes","SKU17348",96.48,121.61,"SP10006"
"burgundy","XL","Female","Young Adults","Boots","Shoes","SKU17349",94.32,110.2,"SP10008"
"teal","XL","Female","Young Adults","Boots","Shoes","SKU17350",56.73,68.02,"SP10006"
"black","XS","Male","Adults","Boots","Shoes","SKU17351",67.92,77.53,"SP10016"
"white","XS","Male","Adults","Boots","Shoes","SKU17352",54.49,65.01,"SP10011"
"blue","XS","Male","Adults","Boots","Shoes","SKU17353",46.69,57.27,"SP10016"
"gray","XS","Male","Adults","Boots","Shoes","SKU17354",73.6,81.76,"SP10008"
"navy","XS","Male","Adults","Boots","Shoes","SKU17355",24.57,29.33,"SP10020"
"red","XS","Male","Adults","Boots","Shoes","SKU17356",26.73,33.42,"SP10011"
"green","XS","Male","Adults","Boots","Shoes","SKU17357",66.12,78.6,"SP10001"
"brown","XS","Male","Adults","Boots","Shoes","SKU17358",28.75,32.75,"SP10012"
"beige","XS","Male","Adults","Boots","Shoes","SKU17359",44.76,52.03,"SP10004"
"pink","XS","Male","Adults","Boots","Shoes","SKU17360",23.58,29.93,"SP10017"
"purple","XS","Male","Adults","Boots","Shoes","SKU17361",57.26,69.73,"SP10005"
"yellow","XS","Male","Adults","Boots","Shoes","SKU17362",68.33,80.63,"SP10016"
"orange","XS","Male","Adults","Boots","Shoes","SKU17363",53.44,67.82,"SP10015"
"burgundy","XS","Male","Adults","Boots","Shoes","SKU17364",78.37,100.33,"SP10007"
"teal","XS","Male","Adults","Boots","Shoes","SKU17365",82.49,103.82,"SP10012"
"black","S","Male","Adults","Boots","Shoes","SKU17366",61.61,78.03,"SP10019"
"white","S","Male","Adults","Boots","Shoes","SKU17367",57.81,69.39,"SP10011"
"blue","S","Male","Adults","Boots","Shoes","SKU17368",81.22,95.99,"SP10014"
"gray","S","Male","Adults","Boots","Shoes","SKU17369",54.35,69.5,"SP10012"
"navy","S","Male","Adults","Boots","Shoes","SKU17370",76.81,84.94,"SP10018"
"red","S","Male","Adults","Boots","Shoes","SKU17371",99.29,115.4,"SP10019"
"green","S","Male","Adults","Boots","Shoes","SKU17372",67.04,82.04,"SP10004"
"brown","S","Male","Adults","Boots","Shoes","SKU17373",88.92,112.31,"SP10009"
"beige","S","Male","Adults","Boots","Shoes","SKU17374",90.85,115.28,"SP10017"
"pink","S","Male","Adults","Boots","Shoes","SKU17375",64.14,79.93,"SP10011"
"purple","S","Male","Adults","Boots","Shoes","SKU17376",66.91,79.82,"SP10006"
"yellow","S","Male","Adults","Boots","Shoes","SKU17377",38.59,45.11,"SP10006"
"orange","S","Male","Adults","Boots","Shoes","SKU17378",63.12,76.2,"SP10014"
"burgundy","S","Male","Adults","Boots","Shoes","SKU17379",90.47,108.63,"SP10011"
"teal","S","Male","Adults","Boots","Shoes","SKU17380",55.07,68.11,"SP10020"
"black","M","Male","Adults","Boots","Shoes","SKU17381",34.04,42.45,"SP10003"
"white","M","Male","Adults","Boots","Shoes","SKU17382",35.66,42.41,"SP10007"
"blue","M","Male","Adults","Boots","Shoes","SKU17383",58.47,74.51,"SP10008"
"gray","M","Male","Adults","Boots","Shoes","SKU17384",46.37,51.17,"SP10009"
"navy","M","Male","Adults","Boots","Shoes","SKU17385",84.24,99.41,"SP10019"
"red","M","Male","Adults","Boots","Shoes","SKU17386",25.62,30.24,"SP10013"
"green","M","Male","Adults","Boots","Shoes","SKU17387",47.23,57.47,"SP10012"
"brown","M","Male","Adults","Boots","Shoes","SKU17388",51.67,61.37,"SP10004"
"beige","M","Male","Adults","Boots","Shoes","SKU17389",48.54,60.12,"SP10001"
"pink","M","Male","Adults","Boots","Shoes","SKU17390",75.03,84.18,"SP10006"
"purple","M","Male","Adults","Boots","Shoes","SKU17391",73.61,90.61,"SP10017"
"yellow","M","Male","Adults","Boots","Shoes","SKU17392",35.01,39.09,"SP10019"
"orange","M","Male","Adults","Boots","Shoes","SKU17393",64.44,80.97,"SP10018"
"burgundy","M","Male","Adults","Boots","Shoes","SKU17394",53.55,67.9,"SP10013"
"teal","M","Male","Adults","Boots","Shoes","SKU17395",52.13,60.78,"SP10003"
"black","L","Male","Adults","Boots","Shoes","SKU17396",66.22,77.28,"SP10001"
"white","L","Male","Adults","Boots","Shoes","SKU17397",53.37,61.92,"SP10019"
"blue","L","Male","Adults","Boots","Shoes","SKU17398",24.19,31.04,"SP10014"
"gray","L","Male","Adults","Boots","Shoes","SKU17399",67.92,86.19,"SP10019"
"navy","L","Male","Adults","Boots","Shoes","SKU17400",42.91,51.86,"SP10003"
"red","L","Male","Adults","Boots","Shoes","SKU17401",74.37,89.58,"SP10017"
"green","L","Male","Adults","Boots","Shoes","SKU17402",49.07,57.96,"SP10001"
"brown","L","Male","Adults","Boots","Shoes","SKU17403",92.18,102.79,"SP10015"
"beige","L","Male","Adults","Boots","Shoes","SKU17404",88.33,98.94,"SP10007"
"pink","L","Male","Adults","Boots","Shoes","SKU17405",47,56.21,"SP10013"
"purple","L","Male","Adults","Boots","Shoes","SKU17406",95.36,110.14,"SP10019"
"yellow","L","Male","Adults","Boots","Shoes","SKU17407",92.48,119.69,"SP10013"
"orange","L","Male","Adults","Boots","Shoes","SKU17408",22.14,25.84,"SP10017"
"burgundy","L","Male","Adults","Boots","Shoes","SKU17409",25.71,28.58,"SP10016"
"teal","L","Male","Adults","Boots","Shoes","SKU17410",76.42,90.39,"SP10006"
"black","XL","Male","Adults","Boots","Shoes","SKU17411",40.75,44.9,"SP10007"
"white","XL","Male","Adults","Boots","Shoes","SKU17412",34.62,42.97,"SP10013"
"blue","XL","Male","Adults","Boots","Shoes","SKU17413",27.04,31.69,"SP10013"
"gray","XL","Male","Adults","Boots","Shoes","SKU17414",80.95,93.94,"SP10003"
"navy","XL","Male","Adults","Boots","Shoes","SKU17415",69.72,83.35,"SP10015"
"red","XL","Male","Adults","Boots","Shoes","SKU17416",48.93,57.04,"SP10005"
"green","XL","Male","Adults","Boots","Shoes","SKU17417",73.05,91.76,"SP10017"
"brown","XL","Male","Adults","Boots","Shoes","SKU17418",78.3,91.29,"SP10005"
"beige","XL","Male","Adults","Boots","Shoes","SKU17419",26.88,29.83,"SP10007"
"pink","XL","Male","Adults","Boots","Shoes","SKU17420",29.01,36.66,"SP10018"
"purple","XL","Male","Adults","Boots","Shoes","SKU17421",61.53,68.81,"SP10002"
"yellow","XL","Male","Adults","Boots","Shoes","SKU17422",95.54,112.08,"SP10003"
"orange","XL","Male","Adults","Boots","Shoes","SKU17423",34.43,41.32,"SP10006"
"burgundy","XL","Male","Adults","Boots","Shoes","SKU17424",65.29,80.65,"SP10002"
"teal","XL","Male","Adults","Boots","Shoes","SKU17425",75.14,93.36,"SP10017"
"black","XS","Female","Adults","Boots","Shoes","SKU17426",20.07,24.57,"SP10015"
"white","XS","Female","Adults","Boots","Shoes","SKU17427",24.8,31.34,"SP10014"
"blue","XS","Female","Adults","Boots","Shoes","SKU17428",70.59,90.59,"SP10018"
"gray","XS","Female","Adults","Boots","Shoes","SKU17429",84.51,93.94,"SP10013"
"navy","XS","Female","Adults","Boots","Shoes","SKU17430",99.43,128.93,"SP10008"
"red","XS","Female","Adults","Boots","Shoes","SKU17431",58.58,69.9,"SP10013"
"green","XS","Female","Adults","Boots","Shoes","SKU17432",96.16,120.52,"SP10007"
"brown","XS","Female","Adults","Boots","Shoes","SKU17433",32.01,39.37,"SP10016"
"beige","XS","Female","Adults","Boots","Shoes","SKU17434",96.63,116.16,"SP10007"
"pink","XS","Female","Adults","Boots","Shoes","SKU17435",57.36,65.2,"SP10011"
"purple","XS","Female","Adults","Boots","Shoes","SKU17436",33.05,36.73,"SP10020"
"yellow","XS","Female","Adults","Boots","Shoes","SKU17437",51.62,57.96,"SP10014"
"orange","XS","Female","Adults","Boots","Shoes","SKU17438",85.2,97.37,"SP10016"
"burgundy","XS","Female","Adults","Boots","Shoes","SKU17439",48.62,61.72,"SP10015"
"teal","XS","Female","Adults","Boots","Shoes","SKU17440",98.53,111.61,"SP10011"
"black","S","Female","Adults","Boots","Shoes","SKU17441",25.37,29.07,"SP10008"
"white","S","Female","Adults","Boots","Shoes","SKU17442",73.97,86.89,"SP10007"
"blue","S","Female","Adults","Boots","Shoes","SKU17443",42.34,54.59,"SP10020"
"gray","S","Female","Adults","Boots","Shoes","SKU17444",42.84,52.4,"SP10020"
"navy","S","Female","Adults","Boots","Shoes","SKU17445",54.5,69.97,"SP10013"
"red","S","Female","Adults","Boots","Shoes","SKU17446",82.58,105.35,"SP10010"
"green","S","Female","Adults","Boots","Shoes","SKU17447",25.52,30.37,"SP10020"
"brown","S","Female","Adults","Boots","Shoes","SKU17448",87.92,98.36,"SP10004"
"beige","S","Female","Adults","Boots","Shoes","SKU17449",69.5,78.59,"SP10002"
"pink","S","Female","Adults","Boots","Shoes","SKU17450",38.74,43.7,"SP10003"
"purple","S","Female","Adults","Boots","Shoes","SKU17451",93.21,102.85,"SP10015"
"yellow","S","Female","Adults","Boots","Shoes","SKU17452",82.3,96.35,"SP10011"
"orange","S","Female","Adults","Boots","Shoes","SKU17453",82.63,103.93,"SP10009"
"burgundy","S","Female","Adults","Boots","Shoes","SKU17454",39,50.02,"SP10015"
"teal","S","Female","Adults","Boots","Shoes","SKU17455",36.98,43.89,"SP10018"
"black","M","Female","Adults","Boots","Shoes","SKU17456",91.58,104.19,"SP10012"
"white","M","Female","Adults","Boots","Shoes","SKU17457",40.45,52.4,"SP10013"
"blue","M","Female","Adults","Boots","Shoes","SKU17458",75.18,97.13,"SP10016"
"gray","M","Female","Adults","Boots","Shoes","SKU17459",45.66,59.15,"SP10013"
"navy","M","Female","Adults","Boots","Shoes","SKU17460",74.93,92.55,"SP10020"
"red","M","Female","Adults","Boots","Shoes","SKU17461",78.22,88.66,"SP10011"
"green","M","Female","Adults","Boots","Shoes","SKU17462",66.67,80.83,"SP10019"
"brown","M","Female","Adults","Boots","Shoes","SKU17463",58.74,70.86,"SP10017"
"beige","M","Female","Adults","Boots","Shoes","SKU17464",25.09,28.78,"SP10002"
"pink","M","Female","Adults","Boots","Shoes","SKU17465",33.79,40.37,"SP10001"
"purple","M","Female","Adults","Boots","Shoes","SKU17466",87.06,96.59,"SP10014"
"yellow","M","Female","Adults","Boots","Shoes","SKU17467",25.22,32.75,"SP10003"
"orange","M","Female","Adults","Boots","Shoes","SKU17468",97.06,110.35,"SP10009"
"burgundy","M","Female","Adults","Boots","Shoes","SKU17469",76.96,99.47,"SP10018"
"teal","M","Female","Adults","Boots","Shoes","SKU17470",53.18,68.46,"SP10013"
"black","L","Female","Adults","Boots","Shoes","SKU17471",31.86,37.83,"SP10018"
"white","L","Female","Adults","Boots","Shoes","SKU17472",62.45,68.99,"SP10018"
